Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score,winner_num
US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Del Potro J.M.,Canas G.,17,53,1343,735,1.14,5.0,4-6 7-6 6-4 6-1,player 1
US Open,2008-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Gremelmayr D.,Darcis S.,74,62,562,675,1.57,2.25,1-6 7-6 6-7 4-6,player 2
US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Blake J.,Young D.,9,102,1725,462,1.05,9.0,6-1 3-6 6-1 4-6 6-4,player 1
US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Hernych J.,Cipolla F.,120,142,413,334,-1.0,-1.0,7-6 4-6 6-2 6-7 6-7,player 2
US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Querrey S.,Berdych T.,55,22,716,1210,4.0,1.22,6-3 6-1 6-2,player 1
US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Minar J.,Karlovic I.,303,14,118,1405,6.0,1.11,5-7 1-6 4-6,player 2
US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Lu Y.H.,Lapentti N.,73,65,571,624,2.1,1.66,6-4 1-6 4-6 6-4 6-3,player 1
US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Haas T.,12,39,1595,905,1.53,2.37,7-6 4-6 7-5 5-7 2-6,player 2
US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Garcia-Lopez G.,Hrbaty D.,67,391,606,81,1.61,2.2,4-6 6-3 6-4 6-4,player 1
US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Jenkins S.,Nieminen J.,196,37,204,930,3.5,1.28,3-6 3-6 5-7,player 2
US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Devilder N.,Andujar P.,63,88,642,501,1.3,3.4,6-4 6-2 6-2,player 1
US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Gil F.,Chardy J.,90,80,495,542,2.0,1.72,6-3 3-6 2-6 3-6,player 2
US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Lee H.T.,31,101,990,467,1.25,3.75,6-3 7-5 3-6 3-6 6-3,player 1
US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Spadea V.,Safin M.,110,44,447,865,3.75,1.25,6-3 2-6 3-6 6-4 4-6,player 2
US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Muller G.,Recouderc L.,130,195,371,205,1.25,3.75,6-4 6-0 4-6 6-4,player 1
US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Navarro-Pastor I.,Gonzalez F.,75,11,560,1615,6.5,1.1,6-7 3-6 6-4 6-7,player 2
US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Kunitsyn I.,13,72,1440,581,1.12,5.5,6-3 6-4 6-1,player 1
US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Zverev M.,Robredo T.,94,15,485,1360,2.87,1.38,6-7 2-6 1-6,player 2
US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Andreev I.,Gicquel M.,23,41,1145,884,1.36,3.0,7-6 6-4 6-4,player 1
US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,De Voest R.,Machado R.,148,200,300,199,1.4,2.75,4-6 6-7 1-6,player 2
US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Fish M.,Smeets R.,35,154,955,290,1.08,7.0,7-6 6-7 6-3 6-4,player 1
US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Zib T.,Reynolds B.,292,89,124,497,3.5,1.28,4-6 7-6 6-2 4-6 6-7,player 2
US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Alves T.,Capdeville P.,137,127,343,383,2.25,1.57,4-6 1-6 6-1 7-6 6-4,player 1
US Open,2008-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Grosjean S.,Mathieu P.H.,70,25,586,1095,4.0,1.22,7-6 6-7 3-6 2-6,player 2
US Open,2008-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Gonzalez M.,2,118,5930,416,1.0,21.0,6-3 6-0 6-3,player 1
US Open,2008-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Krajicek A.,Calleri A.,892,49,13,785,7.5,1.07,2-6 2-6 1-6,player 2
US Open,2008-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Davydenko N.,Sela D.,5,76,2700,559,1.1,6.5,6-3 6-3 6-3,player 1
US Open,2008-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Dancevic F.,Almagro N.,146,18,314,1305,2.05,1.7,3-6 4-6 5-7,player 2
US Open,2008-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Tsonga J.W.,Ventura S.,19,108,1265,452,1.16,4.5,6-7 6-4 6-2 6-3,player 1
US Open,2008-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Schwank E.,Tursunov D.,58,27,709,1053,3.5,1.28,5-7 6-4 5-7 6-7,player 2
US Open,2008-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Moya C.,Qureshi A.U.H.,42,210,880,188,1.14,5.0,6-4 6-7 7-6 6-2,player 1
US Open,2008-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Benneteau J.,Cilic M.,57,24,710,1145,4.5,1.16,6-4 5-7 3-6 7-6 2-6,player 2
US Open,2008-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Hanescu V.,Montanes A.,54,59,723,694,1.36,3.0,7-6 6-3 2-6 6-3,player 1
US Open,2008-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Delic A.,Ginepri R.,131,61,358,675,3.5,1.28,1-6 2-6 6-7,player 2
US Open,2008-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Stepanek R.,Starace P.,30,77,1006,556,1.22,4.0,7-5 6-3 6-1,player 1
US Open,2008-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Mahut N.,Kendrick R.,84,113,526,433,1.66,2.1,6-7 4-6 7-5 5-7,player 2
US Open,2008-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Clement A.,3,78,5105,555,1.01,13.0,6-3 6-3 6-4,player 1
US Open,2008-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Levine J.,Guccione C.,96,87,484,505,1.8,1.9,3-6 6-3 6-7 6-7,player 2
US Open,2008-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Gulbis E.,Johansson T.,40,66,884,616,1.2,4.33,7-5 6-1 7-6,player 1
US Open,2008-08-28,Grand Slam,Outdoor,Hard,1st Round,5,Santoro F.,Roddick A.,60,8,691,1845,7.0,1.08,2-6 2-6 2-6,player 2
US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Melzer J.,Vanek J.,48,123,814,392,1.12,5.5,6-0 6-2 6-2,player 1
US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Odesnik W.,Wawrinka S.,114,10,424,1670,6.5,1.1,4-6 6-7 2-6,player 2
US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrer D.,Beck A.,4,122,2865,403,1.11,6.0,4-6 7-5 6-3 7-6,player 1
US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Lu Y.H.,Cipolla F.,73,142,571,334,1.33,3.25,1-6 6-4 6-7 4-6,player 2
US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Murray A.,Llodra M.,6,38,2415,911,1.05,9.0,6-4 1-6 7-5 7-6,player 1
US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Mathieu P.H.,Fish M.,25,35,1095,955,1.61,2.2,2-6 6-3 3-6 4-6,player 2
US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Simon G.,Acasuso J.,16,52,1350,736,1.2,4.33,6-4 6-1 6-4,player 1
US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Golubev A.,Nalbandian D.,161,7,270,1975,8.0,1.06,2-6 4-6 2-6,player 2
US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Karlovic I.,Serra F.,14,69,1405,597,1.33,3.25,7-6 6-4 6-2,player 1
US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Korolev E.,Monfils G.,98,33,475,963,3.5,1.28,2-6 3-6 6-3 4-6,player 2
US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Del Potro J.M.,Bellucci T.,17,86,1343,510,1.05,9.0,4-6 6-1 7-5 6-3,player 1
US Open,2008-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Devilder N.,Querrey S.,63,55,642,716,5.5,1.12,6-7 4-6 6-4 3-6,player 2
US Open,2008-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,De Heart R.,1,261,6700,142,1.005,34.0,6-1 6-2 6-4,player 1
US Open,2008-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Minar I.,Nieminen J.,81,37,540,930,2.5,1.5,7-6 6-3 4-6 3-6 2-6,player 2
US Open,2008-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Muller G.,Haas T.,130,39,371,905,6.0,1.11,2-6 2-6 7-6 6-3 6-3,player 1
US Open,2008-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Calleri A.,Davydenko N.,49,5,785,2700,5.0,1.14,4-6 4-6 6-7,player 2
US Open,2008-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Gonzalez F.,Reynolds B.,11,89,1615,497,1.16,4.5,7-6 6-4 6-4,player 1
US Open,2008-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Hanescu V.,Tursunov D.,54,27,723,1053,3.75,1.25,7-6 3-6 4-6 2-6,player 2
US Open,2008-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Alves T.,2,137,5930,343,1.0,21.0,6-3 7-5 6-4,player 1
US Open,2008-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Ginepri R.,Cilic M.,61,24,675,1145,2.2,1.61,4-6 6-2 2-6 5-7,player 2
US Open,2008-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Verdasco F.,Machado R.,13,200,1440,199,1.05,9.0,6-7 7-6 6-4 6-7 6-0,player 1
US Open,2008-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Warburg S.,Almagro N.,169,18,255,1305,4.5,1.16,3-6 4-6 4-6,player 2
US Open,2008-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Andreev I.,Chardy J.,23,80,1145,542,1.2,4.33,7-6 6-4 6-3,player 1
US Open,2008-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Kendrick R.,Djokovic N.,113,3,433,5105,13.0,1.01,6-7 4-6 4-6,player 2
US Open,2008-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Stepanek R.,Guccione C.,30,87,1006,505,1.22,4.0,6-4 6-4 6-7 6-2,player 1
US Open,2008-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Safin M.,Robredo T.,44,15,865,1360,2.1,1.66,6-4 6-7 4-6 0-6,player 2
US Open,2008-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Seppi A.,Garcia-Lopez G.,31,67,990,606,1.3,3.4,6-2 4-6 6-2 6-2,player 1
US Open,2008-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Moya C.,Tsonga J.W.,42,19,880,1265,2.2,1.61,6-4 3-6 4-6 4-6,player 2
US Open,2008-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Roddick A.,Gulbis E.,8,40,1845,884,1.33,3.25,3-6 7-5 6-2 7-5,player 1
US Open,2008-08-30,Grand Slam,Outdoor,Hard,3rd Round,5,Karlovic I.,Querrey S.,14,55,1405,716,1.66,2.1,6-7 6-7 2-6,player 2
US Open,2008-08-30,Grand Slam,Outdoor,Hard,3rd Round,5,Wawrinka S.,Cipolla F.,10,142,1670,334,1.05,9.0,5-7 6-7 6-4 6-0 6-4,player 1
US Open,2008-08-30,Grand Slam,Outdoor,Hard,3rd Round,5,Melzer J.,Murray A.,48,6,814,2415,6.0,1.11,7-6 6-4 6-7 1-6 3-6,player 2
US Open,2008-08-30,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,Troicki V.,1,71,6700,583,1.01,13.0,6-4 6-3 6-0,player 1
US Open,2008-08-30,Grand Slam,Outdoor,Hard,3rd Round,5,Nalbandian D.,Monfils G.,7,33,1975,963,1.57,2.25,3-6 4-6 2-6,player 2
US Open,2008-08-30,Grand Slam,Outdoor,Hard,3rd Round,5,Del Potro J.M.,Simon G.,17,16,1343,1350,1.44,2.62,6-4 6-7 6-1 3-6 6-3,player 1
US Open,2008-08-30,Grand Slam,Outdoor,Hard,3rd Round,5,Ferrer D.,Nishikori K.,4,126,2865,386,1.28,3.5,4-6 4-6 6-3 6-2 5-7,player 2
US Open,2008-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Fish M.,Blake J.,35,9,955,1725,2.87,1.38,6-3 6-3 7-6,player 1
US Open,2008-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Almagro N.,Muller G.,18,130,1305,371,1.36,3.0,7-6 6-3 6-7 6-7 5-7,player 2
US Open,2008-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Davydenko N.,Tursunov D.,5,27,2700,1053,1.28,3.5,6-2 7-6 6-3,player 1
US Open,2008-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Stepanek R.,Federer R.,30,2,1006,5930,5.5,1.12,3-6 3-6 2-6,player 2
US Open,2008-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Roddick A.,Seppi A.,8,31,1845,990,1.12,5.5,6-2 7-5 7-6,player 1
US Open,2008-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Verdasco F.,Andreev I.,13,23,1440,1145,1.83,1.83,2-6 4-6 4-6,player 2
US Open,2008-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Robredo T.,Tsonga J.W.,15,19,1360,1265,2.25,1.57,7-6 6-2 6-3,player 1
US Open,2008-09-01,Grand Slam,Outdoor,Hard,3rd Round,5,Nieminen J.,Gonzalez F.,37,11,930,1615,3.25,1.33,5-7 4-6 7-6 1-6,player 2
US Open,2008-09-01,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Cilic M.,3,24,5105,1145,1.12,5.5,6-7 7-5 6-4 7-6,player 1
US Open,2008-09-01,Grand Slam,Outdoor,Hard,4th Round,5,Monfils G.,Fish M.,33,35,963,955,1.53,2.37,5-7 2-6 2-6,player 2
US Open,2008-09-01,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Querrey S.,1,55,6700,716,1.03,11.0,6-2 5-7 7-6 6-3,player 1
US Open,2008-09-01,Grand Slam,Outdoor,Hard,4th Round,5,Nishikori K.,Del Potro J.M.,126,17,386,1343,4.0,1.22,3-6 4-6 3-6,player 2
US Open,2008-09-02,Grand Slam,Outdoor,Hard,4th Round,5,Murray A.,Wawrinka S.,6,10,2415,1670,1.33,3.25,6-1 6-3 6-3,player 1
US Open,2008-09-02,Grand Slam,Outdoor,Hard,4th Round,5,Robredo T.,Djokovic N.,15,3,1360,5105,7.5,1.07,6-4 2-6 3-6 7-5 3-6,player 2
US Open,2008-09-02,Grand Slam,Outdoor,Hard,4th Round,5,Muller G.,Davydenko N.,130,5,371,2700,7.5,1.07,6-4 4-6 6-3 7-6,player 1
US Open,2008-09-02,Grand Slam,Outdoor,Hard,4th Round,5,Andreev I.,Federer R.,23,2,1145,5930,9.0,1.05,7-6 6-7 3-6 6-3 3-6,player 2
US Open,2008-09-03,Grand Slam,Outdoor,Hard,4th Round,5,Roddick A.,Gonzalez F.,8,11,1845,1615,1.38,2.87,6-2 6-4 6-1,player 1
US Open,2008-09-03,Grand Slam,Outdoor,Hard,Quarterfinals,5,Del Potro J.M.,Murray A.,17,6,1343,2415,2.5,1.53,6-7 6-7 6-4 5-7,player 2
US Open,2008-09-04,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nadal R.,Fish M.,1,35,6700,955,1.08,7.0,3-6 6-1 6-4 6-2,player 1
